"Dates","PM2.5","Year","Month","State"
"6-2008",6.46592807769775,2008,"June","SD"
"7-2008",12.01220703125,2008,"Jul","SD"
"8-2008",7.75606822967529,2008,"Aug","SD"
"9-2008",5.93702936172485,2008,"Sept","SD"
"10-2008",4.97087574005127,2008,"Oct","SD"
"11-2008",4.78865385055542,2008,"Nov","SD"
"12-2008",6.63095569610596,2008,"Dec","SD"
"1-2009",5.43197298049927,2009,"Jan","SD"
"2-2009",6.01053857803345,2009,"Feb","SD"
"3-2009",7.84037685394287,2009,"Mar","SD"
"4-2009",6.33479881286621,2009,"Apr","SD"
"5-2009",5.12062549591064,2009,"May","SD"
"6-2009",4.80111026763916,2009,"June","SD"
"7-2009",6.22664976119995,2009,"Jul","SD"
"8-2009",6.59130048751831,2009,"Aug","SD"
"9-2009",8.35141277313232,2009,"Sept","SD"
"10-2009",3.58060765266418,2009,"Oct","SD"
"11-2009",5.46558952331543,2009,"Nov","SD"
"12-2009",7.25399208068848,2009,"Dec","SD"
"1-2010",8.42563056945801,2010,"Jan","SD"
"2-2010",10.8292236328125,2010,"Feb","SD"
"3-2010",8.36309432983398,2010,"Mar","SD"
"4-2010",6.12457084655762,2010,"Apr","SD"
"5-2010",5.11212873458862,2010,"May","SD"
"6-2010",5.00271034240723,2010,"June","SD"
"7-2010",5.70406007766724,2010,"Jul","SD"
"8-2010",6.39666080474854,2010,"Aug","SD"
"9-2010",3.32341051101685,2010,"Sept","SD"
"10-2010",5.14022445678711,2010,"Oct","SD"
"11-2010",4.20826482772827,2010,"Nov","SD"
"12-2010",6.41861009597778,2010,"Dec","SD"
"1-2011",4.31865835189819,2011,"Jan","SD"
"2-2011",4.77326154708862,2011,"Feb","SD"
"3-2011",6.60513591766357,2011,"Mar","SD"
"4-2011",3.53992366790771,2011,"Apr","SD"
"5-2011",4.12892484664917,2011,"May","SD"
"6-2011",6.24376487731934,2011,"June","SD"
"7-2011",7.40112495422363,2011,"Jul","SD"
"8-2011",7.29509258270264,2011,"Aug","SD"
"9-2011",5.00307416915894,2011,"Sept","SD"
"10-2011",5.12334489822388,2011,"Oct","SD"
"11-2011",4.11818075180054,2011,"Nov","SD"
"12-2011",4.3055362701416,2011,"Dec","SD"
"1-2012",3.53981852531433,2012,"Jan","SD"
"2-2012",5.86388635635376,2012,"Feb","SD"
"3-2012",5.43700075149536,2012,"Mar","SD"
"4-2012",4.82645750045776,2012,"Apr","SD"
"5-2012",5.6618971824646,2012,"May","SD"
"6-2012",6.81836652755737,2012,"June","SD"
"7-2012",8.79941177368164,2012,"Jul","SD"
"8-2012",7.27934980392456,2012,"Aug","SD"
"9-2012",8.21742153167725,2012,"Sept","SD"
"10-2012",5.39089155197144,2012,"Oct","SD"
"11-2012",6.71978235244751,2012,"Nov","SD"
"12-2012",6.94650363922119,2012,"Dec","SD"
"1-2013",5.44541025161743,2013,"Jan","SD"
"2-2013",7.32501411437988,2013,"Feb","SD"
"3-2013",8.56319904327393,2013,"Mar","SD"
"4-2013",6.07619380950928,2013,"Apr","SD"
"5-2013",5.88290739059448,2013,"May","SD"
"6-2013",6.20476198196411,2013,"June","SD"
"7-2013",9.01704216003418,2013,"Jul","SD"
"8-2013",9.90025329589844,2013,"Aug","SD"
"9-2013",6.24752521514893,2013,"Sept","SD"
"10-2013",4.98011302947998,2013,"Oct","SD"
"11-2013",5.54461622238159,2013,"Nov","SD"
"12-2013",5.98547029495239,2013,"Dec","SD"
"1-2014",4.78980779647827,2014,"Jan","SD"
"2-2014",5.76944971084595,2014,"Feb","SD"
"3-2014",6.43403053283691,2014,"Mar","SD"
"4-2014",4.82501649856567,2014,"Apr","SD"
"5-2014",5.02036190032959,2014,"May","SD"
"6-2014",3.83365345001221,2014,"June","SD"
"7-2014",7.30785274505615,2014,"Jul","SD"
"8-2014",6.02613830566406,2014,"Aug","SD"
"9-2014",4.07512760162354,2014,"Sept","SD"
"10-2014",3.6640613079071,2014,"Oct","SD"
"11-2014",4.50621604919434,2014,"Nov","SD"
"12-2014",5.67457389831543,2014,"Dec","SD"
"1-2015",3.44843411445618,2015,"Jan","SD"
"2-2015",5.02477407455444,2015,"Feb","SD"
"3-2015",3.93232393264771,2015,"Mar","SD"
"4-2015",5.90627908706665,2015,"Apr","SD"
"5-2015",5.50717544555664,2015,"May","SD"
"6-2015",5.34402704238892,2015,"June","SD"
"7-2015",11.8212881088257,2015,"Jul","SD"
"8-2015",6.00792551040649,2015,"Aug","SD"
"9-2015",2.15105724334717,2015,"Sept","SD"
"10-2015",3.77444934844971,2015,"Oct","SD"
"11-2015",1.55722677707672,2015,"Nov","SD"
"12-2015",1.30096030235291,2015,"Dec","SD"
"1-2016",2.88161563873291,2016,"Jan","SD"
"2-2016",3.27526021003723,2016,"Feb","SD"
"3-2016",6.48307228088379,2016,"Mar","SD"
"4-2016",4.05636930465698,2016,"Apr","SD"
"5-2016",5.52576112747192,2016,"May","SD"
"6-2016",4.32006406784058,2016,"June","SD"
"7-2016",2.6521270275116,2016,"Jul","SD"
"8-2016",3.12628698348999,2016,"Aug","SD"
"9-2016",3.48671221733093,2016,"Sept","SD"
"10-2016",5.79929542541504,2016,"Oct","SD"
"11-2016",5.02302169799805,2016,"Nov","SD"
"12-2016",5.04174757003784,2016,"Dec","SD"
"1-2017",5.86441898345947,2017,"Jan","SD"
"2-2017",2.98610043525696,2017,"Feb","SD"
"3-2017",4.67710542678833,2017,"Mar","SD"
"4-2017",3.15186357498169,2017,"Apr","SD"
"5-2017",3.20325541496277,2017,"May","SD"
"6-2017",2.55706882476807,2017,"June","SD"
"7-2017",3.94600319862366,2017,"Jul","SD"
"8-2017",4.79765939712524,2017,"Aug","SD"
"9-2017",5.60108804702759,2017,"Sept","SD"
"10-2017",1.24261522293091,2017,"Oct","SD"
"11-2017",2.69370603561401,2017,"Nov","SD"
"12-2017",1.89721393585205,2017,"Dec","SD"
"1-2007",10.0093774795532,2007,"Jan","MO"
"2-2007",11.3212976455688,2007,"Feb","MO"
"3-2007",13.8218002319336,2007,"Mar","MO"
"4-2007",12.0684814453125,2007,"Apr","MO"
"5-2007",11.5141124725342,2007,"May","MO"
"6-2007",12.5221881866455,2007,"June","MO"
"7-2007",14.0372266769409,2007,"Jul","MO"
"8-2007",16.4005870819092,2007,"Aug","MO"
"9-2007",12.9022636413574,2007,"Sept","MO"
"10-2007",6.31169319152832,2007,"Oct","MO"
"11-2007",10.5146493911743,2007,"Nov","MO"
"12-2007",11.3124647140503,2007,"Dec","MO"
"1-2008",10.0618591308594,2008,"Jan","MO"
"2-2008",13.0402851104736,2008,"Feb","MO"
"3-2008",11.0059032440186,2008,"Mar","MO"
"4-2008",8.84020519256592,2008,"Apr","MO"
"5-2008",9.35097885131836,2008,"May","MO"
"6-2008",7.8490686416626,2008,"June","MO"
"7-2008",14.4364738464355,2008,"Jul","MO"
"8-2008",14.4750127792358,2008,"Aug","MO"
"9-2008",9.76280784606934,2008,"Sept","MO"
"10-2008",9.16146659851074,2008,"Oct","MO"
"11-2008",10.7005825042725,2008,"Nov","MO"
"12-2008",9.63502883911133,2008,"Dec","MO"
"1-2009",10.7743053436279,2009,"Jan","MO"
"2-2009",11.2912693023682,2009,"Feb","MO"
"3-2009",11.0476856231689,2009,"Mar","MO"
"4-2009",8.26805591583252,2009,"Apr","MO"
"5-2009",7.26578187942505,2009,"May","MO"
"6-2009",10.3666505813599,2009,"June","MO"
"7-2009",10.5206689834595,2009,"Jul","MO"
"8-2009",9.28323459625244,2009,"Aug","MO"
"9-2009",11.2782793045044,2009,"Sept","MO"
"10-2009",5.09677267074585,2009,"Oct","MO"
"11-2009",10.5376472473145,2009,"Nov","MO"
"12-2009",8.50281047821045,2009,"Dec","MO"
"1-2010",10.810697555542,2010,"Jan","MO"
"2-2010",12.5057392120361,2010,"Feb","MO"
"3-2010",12.8669967651367,2010,"Mar","MO"
"4-2010",9.64976978302002,2010,"Apr","MO"
"5-2010",7.01749610900879,2010,"May","MO"
"6-2010",10.1462116241455,2010,"June","MO"
"7-2010",10.0923595428467,2010,"Jul","MO"
"8-2010",11.2035474777222,2010,"Aug","MO"
"9-2010",7.75451707839966,2010,"Sept","MO"
"10-2010",7.84814071655273,2010,"Oct","MO"
"11-2010",8.10904407501221,2010,"Nov","MO"
"12-2010",14.6502208709717,2010,"Dec","MO"
"1-2011",15.7792043685913,2011,"Jan","MO"
"2-2011",10.9777479171753,2011,"Feb","MO"
"3-2011",13.1594743728638,2011,"Mar","MO"
"4-2011",8.97369194030762,2011,"Apr","MO"
"5-2011",11.1919946670532,2011,"May","MO"
"6-2011",15.4040632247925,2011,"June","MO"
"7-2011",15.4130487442017,2011,"Jul","MO"
"8-2011",9.05139255523682,2011,"Aug","MO"
"9-2011",6.05759477615356,2011,"Sept","MO"
"10-2011",7.95704698562622,2011,"Oct","MO"
"11-2011",5.95610618591309,2011,"Nov","MO"
"12-2011",10.2134094238281,2011,"Dec","MO"
"1-2012",8.59640312194824,2012,"Jan","MO"
"2-2012",12.9623260498047,2012,"Feb","MO"
"3-2012",12.1401128768921,2012,"Mar","MO"
"4-2012",9.79658317565918,2012,"Apr","MO"
"5-2012",9.50801086425781,2012,"May","MO"
"6-2012",8.277174949646,2012,"June","MO"
"7-2012",12.295521736145,2012,"Jul","MO"
"8-2012",12.7030277252197,2012,"Aug","MO"
"9-2012",9.06206035614014,2012,"Sept","MO"
"10-2012",6.8303337097168,2012,"Oct","MO"
"11-2012",9.62292957305908,2012,"Nov","MO"
"12-2012",9.32630825042725,2012,"Dec","MO"
"1-2013",8.74225807189941,2013,"Jan","MO"
"2-2013",7.56466579437256,2013,"Feb","MO"
"3-2013",9.91483402252197,2013,"Mar","MO"
"4-2013",8.50708866119385,2013,"Apr","MO"
"5-2013",8.05652046203613,2013,"May","MO"
"6-2013",8.48725128173828,2013,"June","MO"
"7-2013",8.03467845916748,2013,"Jul","MO"
"8-2013",10.5838193893433,2013,"Aug","MO"
"9-2013",9.77488327026367,2013,"Sept","MO"
"10-2013",5.64425563812256,2013,"Oct","MO"
"11-2013",6.88730096817017,2013,"Nov","MO"
"12-2013",8.28129100799561,2013,"Dec","MO"
"1-2014",5.49347114562988,2014,"Jan","MO"
"2-2014",14.2157144546509,2014,"Feb","MO"
"3-2014",11.6323843002319,2014,"Mar","MO"
"4-2014",10.7790355682373,2014,"Apr","MO"
"5-2014",9.2005615234375,2014,"May","MO"
"6-2014",9.21142196655273,2014,"June","MO"
"7-2014",10.5390853881836,2014,"Jul","MO"
"8-2014",10.8683500289917,2014,"Aug","MO"
"9-2014",8.20731067657471,2014,"Sept","MO"
"10-2014",6.31519937515259,2014,"Oct","MO"
"11-2014",6.90266752243042,2014,"Nov","MO"
"12-2014",7.612633228302,2014,"Dec","MO"
"1-2015",8.09884452819824,2015,"Jan","MO"
"2-2015",9.37458038330078,2015,"Feb","MO"
"3-2015",8.90654373168945,2015,"Mar","MO"
"4-2015",6.9149866104126,2015,"Apr","MO"
"5-2015",5.49103212356567,2015,"May","MO"
"6-2015",9.38897037506104,2015,"June","MO"
"7-2015",10.2513837814331,2015,"Jul","MO"
"8-2015",8.95236110687256,2015,"Aug","MO"
"9-2015",8.66884136199951,2015,"Sept","MO"
"10-2015",6.60675764083862,2015,"Oct","MO"
"11-2015",4.88709449768066,2015,"Nov","MO"
"12-2015",5.61401891708374,2015,"Dec","MO"
"1-2016",7.65983295440674,2016,"Jan","MO"
"2-2016",7.85697650909424,2016,"Feb","MO"
"3-2016",6.85623407363892,2016,"Mar","MO"
"4-2016",5.16451263427734,2016,"Apr","MO"
"5-2016",5.20477771759033,2016,"May","MO"
"6-2016",8.11069488525391,2016,"June","MO"
"7-2016",9.19032764434814,2016,"Jul","MO"
"8-2016",7.67523527145386,2016,"Aug","MO"
"9-2016",6.68168354034424,2016,"Sept","MO"
"10-2016",6.99039840698242,2016,"Oct","MO"
"11-2016",6.96456909179688,2016,"Nov","MO"
"12-2016",7.10956811904907,2016,"Dec","MO"
"1-2017",6.26996517181396,2017,"Jan","MO"
"2-2017",8.73665523529053,2017,"Feb","MO"
"3-2017",7.4788932800293,2017,"Mar","MO"
"4-2017",5.90892791748047,2017,"Apr","MO"
"5-2017",6.19041347503662,2017,"May","MO"
"6-2017",6.20651435852051,2017,"June","MO"
"7-2017",8.93906402587891,2017,"Jul","MO"
"8-2017",7.1069655418396,2017,"Aug","MO"
"9-2017",9.91946983337402,2017,"Sept","MO"
"10-2017",6.71634006500244,2017,"Oct","MO"
"11-2017",8.75664329528809,2017,"Nov","MO"
"12-2017",7.2612886428833,2017,"Dec","MO"
"1-2007",10.3901166915894,2007,"Jan","NM"
"2-2007",5.90095806121826,2007,"Feb","NM"
"3-2007",4.57826089859009,2007,"Mar","NM"
"4-2007",5.49264097213745,2007,"Apr","NM"
"5-2007",5.00403642654419,2007,"May","NM"
"6-2007",5.96423530578613,2007,"June","NM"
"7-2007",6.25660705566406,2007,"Jul","NM"
"8-2007",6.08902311325073,2007,"Aug","NM"
"9-2007",5.42758464813232,2007,"Sept","NM"
"10-2007",4.83594179153442,2007,"Oct","NM"
"11-2007",8.58621501922607,2007,"Nov","NM"
"12-2007",7.53187990188599,2007,"Dec","NM"
"1-2008",6.96683311462402,2008,"Jan","NM"
"2-2008",5.1646523475647,2008,"Feb","NM"
"3-2008",5.32501792907715,2008,"Mar","NM"
"4-2008",7.33318090438843,2008,"Apr","NM"
"5-2008",5.83247852325439,2008,"May","NM"
"6-2008",4.96551418304443,2008,"June","NM"
"7-2008",4.60515213012695,2008,"Jul","NM"
"8-2008",4.21376371383667,2008,"Aug","NM"
"9-2008",4.48886632919312,2008,"Sept","NM"
"10-2008",5.11121082305908,2008,"Oct","NM"
"11-2008",4.03182649612427,2008,"Nov","NM"
"12-2008",3.44900560379028,2008,"Dec","NM"
"1-2009",4.3393292427063,2009,"Jan","NM"
"2-2009",2.92888975143433,2009,"Feb","NM"
"3-2009",4.33252286911011,2009,"Mar","NM"
"4-2009",5.053053855896,2009,"Apr","NM"
"5-2009",5.05108261108398,2009,"May","NM"
"6-2009",3.67688202857971,2009,"June","NM"
"7-2009",4.0571460723877,2009,"Jul","NM"
"8-2009",5.8334813117981,2009,"Aug","NM"
"9-2009",4.43304634094238,2009,"Sept","NM"
"10-2009",3.43678259849548,2009,"Oct","NM"
"11-2009",4.03782844543457,2009,"Nov","NM"
"12-2009",4.79422092437744,2009,"Dec","NM"
"1-2010",7.24863910675049,2010,"Jan","NM"
"2-2010",3.86011290550232,2010,"Feb","NM"
"3-2010",3.31280326843262,2010,"Mar","NM"
"4-2010",4.42138862609863,2010,"Apr","NM"
"5-2010",4.08670091629028,2010,"May","NM"
"6-2010",4.3723292350769,2010,"June","NM"
"7-2010",4.55151414871216,2010,"Jul","NM"
"8-2010",3.64527702331543,2010,"Aug","NM"
"9-2010",3.50946617126465,2010,"Sept","NM"
"10-2010",3.7400689125061,2010,"Oct","NM"
"11-2010",2.84518551826477,2010,"Nov","NM"
"12-2010",4.00242233276367,2010,"Dec","NM"
"1-2011",5.92254161834717,2011,"Jan","NM"
"2-2011",3.06326866149902,2011,"Feb","NM"
"3-2011",3.15256452560425,2011,"Mar","NM"
"4-2011",5.6289701461792,2011,"Apr","NM"
"5-2011",4.05460166931152,2011,"May","NM"
"6-2011",4.64205455780029,2011,"June","NM"
"7-2011",4.16133975982666,2011,"Jul","NM"
"8-2011",3.85971188545227,2011,"Aug","NM"
"9-2011",3.75253558158875,2011,"Sept","NM"
"10-2011",4.18731451034546,2011,"Oct","NM"
"11-2011",4.32953786849976,2011,"Nov","NM"
"12-2011",5.87122869491577,2011,"Dec","NM"
"1-2012",3.15828442573547,2012,"Jan","NM"
"2-2012",3.0371732711792,2012,"Feb","NM"
"3-2012",3.59788870811462,2012,"Mar","NM"
"4-2012",3.04253625869751,2012,"Apr","NM"
"5-2012",4.10268354415894,2012,"May","NM"
"6-2012",5.79173898696899,2012,"June","NM"
"7-2012",4.66085720062256,2012,"Jul","NM"
"8-2012",5.51687669754028,2012,"Aug","NM"
"9-2012",4.39051580429077,2012,"Sept","NM"
"10-2012",3.10358572006226,2012,"Oct","NM"
"11-2012",3.95853543281555,2012,"Nov","NM"
"12-2012",5.34024095535278,2012,"Dec","NM"
"1-2013",8.43649673461914,2013,"Jan","NM"
"2-2013",5.1727409362793,2013,"Feb","NM"
"3-2013",4.10702753067017,2013,"Mar","NM"
"4-2013",8.35766506195068,2013,"Apr","NM"
"5-2013",5.4861216545105,2013,"May","NM"
"6-2013",5.06321573257446,2013,"June","NM"
"7-2013",4.78946828842163,2013,"Jul","NM"
"8-2013",3.69155955314636,2013,"Aug","NM"
"9-2013",3.44584918022156,2013,"Sept","NM"
"10-2013",3.36931896209717,2013,"Oct","NM"
"11-2013",4.81315517425537,2013,"Nov","NM"
"12-2013",5.65938091278076,2013,"Dec","NM"
"1-2014",3.05717492103577,2014,"Jan","NM"
"2-2014",2.55424332618713,2014,"Feb","NM"
"3-2014",3.89266967773438,2014,"Mar","NM"
"4-2014",3.71938347816467,2014,"Apr","NM"
"5-2014",4.59511613845825,2014,"May","NM"
"6-2014",5.16539335250854,2014,"June","NM"
"7-2014",4.0071439743042,2014,"Jul","NM"
"8-2014",3.78215026855469,2014,"Aug","NM"
"9-2014",3.09951066970825,2014,"Sept","NM"
"10-2014",2.77125883102417,2014,"Oct","NM"
"11-2014",3.36520409584045,2014,"Nov","NM"
"12-2014",3.5237455368042,2014,"Dec","NM"
"1-2015",3.33278036117554,2015,"Jan","NM"
"2-2015",2.28346657752991,2015,"Feb","NM"
"3-2015",3.1655752658844,2015,"Mar","NM"
"4-2015",3.32688975334167,2015,"Apr","NM"
"5-2015",2.80764770507812,2015,"May","NM"
"6-2015",4.08397912979126,2015,"June","NM"
"7-2015",3.25625348091125,2015,"Jul","NM"
"8-2015",4.76379871368408,2015,"Aug","NM"
"9-2015",3.41115164756775,2015,"Sept","NM"
"10-2015",3.14942479133606,2015,"Oct","NM"
"11-2015",3.56493163108826,2015,"Nov","NM"
"12-2015",3.16002225875854,2015,"Dec","NM"
"1-2016",3.38507962226868,2016,"Jan","NM"
"2-2016",3.17093205451965,2016,"Feb","NM"
"3-2016",3.59503412246704,2016,"Mar","NM"
"4-2016",2.80786275863647,2016,"Apr","NM"
"5-2016",3.92263889312744,2016,"May","NM"
"6-2016",5.87314987182617,2016,"June","NM"
"7-2016",4.80283403396606,2016,"Jul","NM"
"8-2016",3.65177798271179,2016,"Aug","NM"
"9-2016",3.33736562728882,2016,"Sept","NM"
"10-2016",6.07698678970337,2016,"Oct","NM"
"11-2016",4.59006404876709,2016,"Nov","NM"
"12-2016",5.49899530410767,2016,"Dec","NM"
"1-2017",4.31035375595093,2017,"Jan","NM"
"2-2017",4.40105724334717,2017,"Feb","NM"
"3-2017",3.37615203857422,2017,"Mar","NM"
"4-2017",4.45321369171143,2017,"Apr","NM"
"5-2017",4.06815814971924,2017,"May","NM"
"6-2017",5.79226636886597,2017,"June","NM"
"7-2017",4.76237869262695,2017,"Jul","NM"
"8-2017",4.11621236801147,2017,"Aug","NM"
"9-2017",5.23958826065063,2017,"Sept","NM"
"10-2017",3.18144083023071,2017,"Oct","NM"
"11-2017",4.89563655853271,2017,"Nov","NM"
"12-2017",5.76625061035156,2017,"Dec","NM"
"1-2007",14.1276559829712,2007,"Jan","OR"
"2-2007",8.61767387390137,2007,"Feb","OR"
"3-2007",5.02412986755371,2007,"Mar","OR"
"4-2007",5.51610088348389,2007,"Apr","OR"
"5-2007",7.61451005935669,2007,"May","OR"
"6-2007",3.38611125946045,2007,"June","OR"
"7-2007",5.27240180969238,2007,"Jul","OR"
"8-2007",3.98703646659851,2007,"Aug","OR"
"9-2007",5.39773559570312,2007,"Sept","OR"
"10-2007",11.8717727661133,2007,"Oct","OR"
"11-2007",11.2219696044922,2007,"Nov","OR"
"12-2007",8.81827545166016,2007,"Dec","OR"
"1-2008",9.01001453399658,2008,"Jan","OR"
"2-2008",8.89621067047119,2008,"Feb","OR"
"3-2008",7.52824068069458,2008,"Mar","OR"
"4-2008",6.23370170593262,2008,"Apr","OR"
"5-2008",6.19277858734131,2008,"May","OR"
"6-2008",5.27689504623413,2008,"June","OR"
"7-2008",6.53112745285034,2008,"Jul","OR"
"8-2008",5.67287921905518,2008,"Aug","OR"
"9-2008",7.31790161132812,2008,"Sept","OR"
"10-2008",11.5394840240479,2008,"Oct","OR"
"11-2008",9.30612850189209,2008,"Nov","OR"
"12-2008",10.0006561279297,2008,"Dec","OR"
"1-2009",9.71197509765625,2009,"Jan","OR"
"2-2009",9.79719829559326,2009,"Feb","OR"
"3-2009",4.58447647094727,2009,"Mar","OR"
"4-2009",5.84791231155396,2009,"Apr","OR"
"5-2009",5.93257141113281,2009,"May","OR"
"6-2009",5.79777908325195,2009,"June","OR"
"7-2009",5.16518402099609,2009,"Jul","OR"
"8-2009",6.48251438140869,2009,"Aug","OR"
"9-2009",5.05491161346436,2009,"Sept","OR"
"10-2009",9.81585693359375,2009,"Oct","OR"
"11-2009",6.90059375762939,2009,"Nov","OR"
"12-2009",7.77538251876831,2009,"Dec","OR"
"1-2010",6.54904556274414,2010,"Jan","OR"
"2-2010",5.93699932098389,2010,"Feb","OR"
"3-2010",5.83972549438477,2010,"Mar","OR"
"4-2010",3.84644174575806,2010,"Apr","OR"
"5-2010",3.75822353363037,2010,"May","OR"
"6-2010",3.05648565292358,2010,"June","OR"
"7-2010",5.88018321990967,2010,"Jul","OR"
"8-2010",6.11788177490234,2010,"Aug","OR"
"9-2010",5.13531637191772,2010,"Sept","OR"
"10-2010",8.77171611785889,2010,"Oct","OR"
"11-2010",10.2347936630249,2010,"Nov","OR"
"12-2010",5.15703201293945,2010,"Dec","OR"
"1-2011",12.4871225357056,2011,"Jan","OR"
"2-2011",12.9638938903809,2011,"Feb","OR"
"3-2011",4.83328437805176,2011,"Mar","OR"
"4-2011",4.6813817024231,2011,"Apr","OR"
"5-2011",3.85430240631104,2011,"May","OR"
"6-2011",3.76266479492188,2011,"June","OR"
"7-2011",3.78431510925293,2011,"Jul","OR"
"8-2011",4.50305509567261,2011,"Aug","OR"
"9-2011",6.42724180221558,2011,"Sept","OR"
"10-2011",8.40469264984131,2011,"Oct","OR"
"11-2011",12.0896701812744,2011,"Nov","OR"
"12-2011",19.9004993438721,2011,"Dec","OR"
"1-2012",12.4137506484985,2012,"Jan","OR"
"2-2012",7.62529611587524,2012,"Feb","OR"
"3-2012",6.78164005279541,2012,"Mar","OR"
"4-2012",4.40068674087524,2012,"Apr","OR"
"5-2012",5.22972822189331,2012,"May","OR"
"6-2012",3.31025815010071,2012,"June","OR"
"7-2012",6.15747261047363,2012,"Jul","OR"
"8-2012",6.35719776153564,2012,"Aug","OR"
"9-2012",8.89551258087158,2012,"Sept","OR"
"10-2012",7.99638223648071,2012,"Oct","OR"
"11-2012",9.93515014648438,2012,"Nov","OR"
"12-2012",7.49174451828003,2012,"Dec","OR"
"1-2013",13.8264722824097,2013,"Jan","OR"
"2-2013",9.57028007507324,2013,"Feb","OR"
"3-2013",8.26181602478027,2013,"Mar","OR"
"4-2013",3.8468770980835,2013,"Apr","OR"
"5-2013",4.22796630859375,2013,"May","OR"
"6-2013",4.04517889022827,2013,"June","OR"
"7-2013",5.32849836349487,2013,"Jul","OR"
"8-2013",4.89369964599609,2013,"Aug","OR"
"9-2013",4.93509531021118,2013,"Sept","OR"
"10-2013",13.6985301971436,2013,"Oct","OR"
"11-2013",19.1315631866455,2013,"Nov","OR"
"12-2013",18.6911468505859,2013,"Dec","OR"
"1-2014",9.95974159240723,2014,"Jan","OR"
"2-2014",8.8824405670166,2014,"Feb","OR"
"3-2014",5.54655027389526,2014,"Mar","OR"
"4-2014",4.435959815979,2014,"Apr","OR"
"5-2014",4.8404655456543,2014,"May","OR"
"6-2014",4.47673463821411,2014,"June","OR"
"7-2014",6.13032054901123,2014,"Jul","OR"
"8-2014",6.46602869033813,2014,"Aug","OR"
"9-2014",5.855384349823,2014,"Sept","OR"
"10-2014",6.93276453018188,2014,"Oct","OR"
"11-2014",9.27785491943359,2014,"Nov","OR"
"12-2014",8.57605838775635,2014,"Dec","OR"
"1-2015",10.8664388656616,2015,"Jan","OR"
"2-2015",7.47423219680786,2015,"Feb","OR"
"3-2015",7.48922348022461,2015,"Mar","OR"
"4-2015",4.54862833023071,2015,"Apr","OR"
"5-2015",4.88287496566772,2015,"May","OR"
"6-2015",4.99651479721069,2015,"June","OR"
"7-2015",6.36092615127563,2015,"Jul","OR"
"8-2015",11.1655216217041,2015,"Aug","OR"
"9-2015",6.11199188232422,2015,"Sept","OR"
"10-2015",9.82831954956055,2015,"Oct","OR"
"11-2015",14.259729385376,2015,"Nov","OR"
"12-2015",5.63822793960571,2015,"Dec","OR"
"1-2016",6.44911909103394,2016,"Jan","OR"
"2-2016",6.68203926086426,2016,"Feb","OR"
"3-2016",4.63354349136353,2016,"Mar","OR"
"4-2016",6.1380877494812,2016,"Apr","OR"
"5-2016",4.27668428421021,2016,"May","OR"
"6-2016",3.98937177658081,2016,"June","OR"
"7-2016",3.52494597434998,2016,"Jul","OR"
"8-2016",5.06461191177368,2016,"Aug","OR"
"9-2016",5.42767429351807,2016,"Sept","OR"
"10-2016",5.60902833938599,2016,"Oct","OR"
"11-2016",7.28172779083252,2016,"Nov","OR"
"12-2016",11.0003528594971,2016,"Dec","OR"
"1-2017",10.3219165802002,2017,"Jan","OR"
"2-2017",5.89736604690552,2017,"Feb","OR"
"3-2017",4.5430154800415,2017,"Mar","OR"
"4-2017",4.72084474563599,2017,"Apr","OR"
"5-2017",4.84020376205444,2017,"May","OR"
"6-2017",5.04066514968872,2017,"June","OR"
"7-2017",4.04160737991333,2017,"Jul","OR"
"8-2017",14.7457513809204,2017,"Aug","OR"
"9-2017",13.0511121749878,2017,"Sept","OR"
"10-2017",10.833646774292,2017,"Oct","OR"
"11-2017",7.98420906066895,2017,"Nov","OR"
"12-2017",11.4521436691284,2017,"Dec","OR"
